Position,song,artist
1,Non Living Thing (feat. Oxlade) ,Sarkodie
2,Who Talk (feat. Adekunle Gold & Ria Sean) ,Moelogo
3,Bloody Samaritan   ,Ayra Starr
4,All Mine Remix (feat. Buju) ,Kinsolo
5,Black (feat. Mr Eazi) ,Victor AD
6,Mercy   ,Falz
7,Rise Up   ,2Baba & Falz
8,Round 2 (feat. Giggs) ,Sarkodie
9,Professor  Peller (feat. Zlatan) ,Seyi Vibez
10,Understand   ,Omah Lay
11,Rock   ,Olamide
12,Party Next Door   ,"Dangbana Republik, Bella Shmurda"
13,"IYO (feat. Focalistic, Mapara A Jazz & Ntosh Gazi) ",Diamond Platnumz
14,Testimony   ,Buju
15,First Sermon   ,Black Sherif
16,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O'Kenneth) ",Jay Bahd
17,Enjoyment   ,Yemi Alade
18,Soundgasm   ,Rema
19,Feeling (feat. Buju) ,LADIPOE
20,Music Messiah (feat. Wande Coal) ,DJ Neptune
21,Jennifer Remix (feat. Rayvanny) ,Guchi ft Rayvanny
22,Cut Soap   ,DJ Xclusive and Rulerboy
23,Touch It   ,KiDi
24,Yote Sawa   ,Nandy
25,Free Your Mind   ,Blaq Jerzee & Jux
26,Praise   ,Fameye
27,Nimekuzoea   ,Nandy
28,All (feat. Davido) ,Rexxie featuring Davido
29,Tekiller   ,CDQ
30,All The Above   ,Show Dem Camp
31,Kamata   ,Diamond Platnumz
32,Sere Remix   ,"Spinall, Fireboy DML and 6LACK"
33,CELEBRATE ME   ,Patoranking
34,Chargie (feat. Jonny Blaze & Stadic) ,"Reekado Banks, Teejay & Lord Afrixana"
35,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour) ",Alikiba
36,Dorime (feat. Musette & Vector) ,Samklef
37,Salute (feat. RudeBoy) ,Alikiba
38,Iphupho (feat. Kuhle) ,Jabzz Dimitri featuring Kuhle
39,KSM   ,Naza
40,New Couple   ,Nandy
41,I Miss You   ,Joda Kgosi
42,Fine Wine (feat. King Promise & Joeboy) ,R2Bees
43,Simple Instruction   ,"Smallgod, R2Bees"
44,Omo X 100 (feat. Olamide) ,Reminisce
45,Confident   ,Savage X Buju
46,KPK (Ko Por Ke)   ,Rexxie and MohBad
47,This Your Body   ,Skales and Davido
48,FOCUS DANCE BEAT (feat. HAGMAN & ABATI) ,AJIMOVOIX_DRUMS
49,Baby   ,Brainee
50,Jemeni   ,Aymos and Focalistic
51,In Those Eyes   ,Ogranya
52,Brown Skin   ,Masterkraft
53,Tonongo   ,"Lojay, Sarz"
54,Sokoma   ,"Blaq Jerzee, Marioo and Eddy Kenzo"
55,Right Here   ,"Walshy Fire, Terri, Cloud Beats"
56,Lemonade   ,Ria sean
57,GUPTA (feat. Lady Du & Mellow and Sleazy) ,Focalistic and Mr JazziQ
58,Table for Two   ,Bella Alubo
59,Unconditionally   ,"Ajebutter22, Oxlade"
60,Yafun Yafun   ,Ajebo Hustlers
61,Sika Aba Fie   ,"Kweku Darlington, Yaw Tog, Kweku Flick"
62,Cash App (feat. Zlatan & lincoln) ,Bella Shmurda
63,Sizophelelaphi   ,Msaki and Oskido
64,Dance   ,Humblesmith
65,Times Two (X2) (feat. Buju) ,WANI
