rank,song,artist,Previous week,weeks on chart
1,Ginger (feat. Burna Boy),Wizkid,1,4
2,Feeling,"LADIPOE, Buju",2,4
3,Show Me,Joeboy,3,4
4,Coming,"Naira Marley, Busiswa",4,4
5,Essence (feat. Tems),Wizkid,8,4
6,Bounce (Official Video),Ruger,6,4
7,FOR YOU (feat. Davido),Teni featuring Davido,5,4
8,Enjoyment,Yemi Alade,0,1
9,Outside,Buju,7,4
10,La La (Official Video) (feat. CKay),Davido,9,4
11,Understand (Lyric Video),Omah Lay,29,4
12,Rock (Official Video),Olamide,11,4
13,Soundgasm,Rema,12,4
14,INJURE ME,Teni,10,2
15,KPK (Remix) ft. Sho Madjozi & MohBad,Rexxie and MohBad,14,4
16,Egbon (feat. Phyno),"Masterkraft, Phyno",13,4
17,Kilometre,Burna Boy,17,4
18,Pempe,Seyi Shay and Yemi Alade,15,4
19,PEPE,"L.A.X, Davido",18,2
20,Somebody Baby,"Davido, Peruzzi",20,4
21,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,16,4
22,Testimony,Buju,0,1
23,Bling (feat. Buju & Amaarae),Blaqbonez,21,2
24,Pronto ft. Omah Lay,"Ajebo Hustlers, Omah Lay",23,3
25,Dimension (Official Video),JAE5,25,4
26,KOLO (feat. Oxlade),Ice Prince,26,3
27,Godly,Omah Lay,22,4
28,Slow Down,King Promise,27,4
29,The Best (feat. Mayorkun),Davido,24,2
30,Ke Star (feat. Vigro Deep),Focalistic featuring Vigro Deep,31,2
31,Music Messiah,DJ Neptune,19,4
32,Cho Cho ft. Davido & Mayorkun,Zlatan,32,2
33,This Your Body,Skales and Davido,33,3
34,Party Next Door,"Dangbana Republik, Bella Shmurda",43,4
35,The Key,Tems,36,3
36,All (Official Audio) (feat. Davido),Rexxie,28,2
37,Verified ft. Mayorkun,Laycon,40,2
38,Squander,Niniola,30,4
39,World,"Dangbana Republik, Bella Shmurda",35,4
40,Blessed (feat. Damian Marley),Wizkid,39,2
41,Jackpot ft. Bella Shumurda,Crayon,41,2
42,Fine Wine (feat. King Promise & Joeboy),R2Bees,38,3
43,Off You ft. KiDi,Kidi,45,3
44,Monalisa,"Lojay, Sarz",44,3
45,Loco ft. Mayorkun,KDDO,49,2
46,Naira Marley,Zinoleesky,0,1
47,Celebrate Me,Patoranking,46,2
48,AWAY,Ayra Starr,42,3
49,Free Your Mind   ,"Blaq Jerzee, Jux",0,1
50,Southy Love (feat. Fireboy DML),Peruzzi,50,2
